"school_code","school_name","school_address1","school_address2","school_city","school_province","school_postal_code","school_phone","school_fax","school_email","school_website","ecstaught","elementary_taught","junior_high_taught","senior_high_taught","authority_type","latitude","longitude","authority_code","authority_name","authority_address1","authority_address2","authority_city","authority_province","authority_postal_code","authority_telephone","authority_fax","authority_e_mail","authority_website","offer_school_home_education","offer_school_home_education_blended","offer_school_online","offer_school_outreach","school_updated","school_authority_code","ecs","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","total","start_year","end_year","enrollment_updated"
"7200","McLeod School","14807 - 59 Street","","Edmonton","AB","T5A1Y3","(780) 478-2927","(780) 476-2077","mcleod@epsb.ca","http://mcleod.epsb.ca","0","0","0","0","Public","53.6109183","-113.4315132","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","2","18","-3","13","4","-1","14","0","0","0","0","0","0","47","2012","2015","2017-03-20 20:24:33"
"7201","Richard Secord School","4025 - 117 Street","","Edmonton","AB","T6J1T4","(780) 436-9839","(780) 432-1319","rsecord@epsb.ca","http://rsecord.epsb.ca","0","0","0","0","Public","53.476926184768","-113.5343814332","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-4","6","-3","22","14","6","4","0","0","0","0","0","0","45","2012","2015","2017-03-20 20:24:33"
"7204","Elmwood School","16325 - 83 Avenue","","Edmonton","AB","T5R3V8","(780) 489-6749","(780) 444-4125","elmwood@epsb.ca","http://elmwood.epsb.ca","0","0","0","0","Public","53.5163728","-113.6049007","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","40","10","14","-8","3","3","5","0","0","0","0","0","0","67","2012","2015","2017-03-20 20:24:33"
"7205","Glendale School","9812 - 161 Street","","Edmonton","AB","T5P3H4","(780) 489-4300","(780) 489-4630","glendale@epsb.ca","http://glendale.epsb.ca","0","0","0","0","Public","53.536795","-113.599592","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","5","9","12","16","4","2","-3","0","0","0","0","0","0","45","2012","2015","2017-03-20 20:24:33"
"7207","James Gibbons School","8945 - 153 Street","","Edmonton","AB","T5R1P1","(780) 489-8020","(780) 489-4224","jgibbons@epsb.ca","http://jgibbons.epsb.ca","0","0","0","0","Public","53.5226342","-113.5850925","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","3","16","10","9","0","10","11","0","0","0","0","0","0","59","2012","2015","2017-03-20 20:24:33"
"7208","Lynnwood School","15451 - 84 Avenue","","Edmonton","AB","T5R3Y1","(780) 489-4500","(780) 484-0720","lynnwood@epsb.ca","http://lynnwood.epsb.ca","0","0","0","0","Public","53.5168191","-113.5876199","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-6","-9","4","10","0","11","8","0","0","0","0","0","0","18","2012","2015","2017-03-20 20:24:33"
"7209","Mayfield School","10950 - 159 Street","","Edmonton","AB","T5P3C1","(780) 489-5100","(780) 448-0492","mayfield@epsb.ca","http://mayfield.epsb.ca","0","0","0","0","Public","53.5547983","-113.594431","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","62","6","-2","-1","2","1","-7","0","0","0","0","0","0","61","2012","2015","2017-03-20 20:24:33"
"7210","Meadowlark School","9150 - 160 Street","","Edmonton","AB","T5R2J2","(780) 489-5200","(780) 484-8293","meadowlark@epsb.ca","http://meadowlark.epsb.ca","0","0","0","0","Public","53.526357428817","-113.59516664285","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","1","-4","15","0","21","-1","13","0","0","0","0","0","0","45","2012","2015","2017-03-20 20:24:33"
"7211","Rio Terrace Elementary School","7608 - 154 Street","","Edmonton","AB","T5R1R7","(780) 481-6866","(780) 484-5207","rioterrace@epsb.ca","http://rioterrace.epsb.ca","0","0","0","0","Public","53.5086349","-113.586258","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","1","19","17","7","11","15","14","0","0","0","0","0","0","84","2012","2015","2017-03-20 20:24:33"
"7212","Sherwood School","9550 - 152 Street","","Edmonton","AB","T5P0B9","(780) 489-2600","(780) 481-9127","sherwood@epsb.ca","http://sherwood.epsb.ca","0","0","0","0","Public","53.532555","-113.584157","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-15","9","1","10","18","2","-3","0","0","0","0","0","0","22","2012","2015","2017-03-20 20:24:33"
"7213","Youngstown School","10330 - 163 Street","","Edmonton","AB","T5P3N5","(780) 489-4600","(780) 489-1117","youngstown@epsb.ca","http://youngstown.epsb.ca","0","0","0","0","Public","53.545693749754","-113.60307794575","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","3","10","3","13","4","12","14","0","0","0","0","0","0","59","2012","2015","2017-03-20 20:24:33"
"7214","John Barnett School","14840 - 72 Street","","Edmonton","AB","T5C3E5","(780) 478-1351","(780) 457-0055","jbarnett@epsb.ca","","0","0","0","0","Public","53.609997278196","-113.44993598148","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","-12","-2","-6","-6","5","0","0","0","0","0","0","0","-21","2012","2015","2017-03-20 20:24:33"
"7215","Evansdale School","9303 - 150 Avenue","","Edmonton","AB","T5E2N7","(780) 476-3331","(780) 473-7013","evansdale@epsb.ca","http://evansdale.epsb.ca","0","0","0","0","Public","53.610356033158","-113.48432532275","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","30","8","-18","3","2","7","-9","0","0","0","0","0","0","23","2012","2015","2017-03-20 20:24:33"
"7216","Thorncliffe School","8215 - 175 Street","","Edmonton","AB","T5T0G9","(780) 487-2061","(780) 444-5150","thorncliffe@epsb.ca","http://thorncliffe.epsb.ca","0","0","0","0","Public","53.515930587758","-113.62281751192","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","8","4","7","-3","8","-8","12","0","0","0","0","0","0","28","2012","2015","2017-03-20 20:24:33"
"7218","Duggan School","10616 - 36A Avenue","","Edmonton","AB","T6J0C9","(780) 434-0319","(780) 434-3731","duggan@epsb.ca","http://duggan.epsb.ca","0","0","0","0","Public","53.471625193752","-113.5053901619","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","49","38","27","19","31","17","22","0","0","0","0","0","0","203","2012","2015","2017-03-20 20:24:33"
"7220","Grace Martin School","8210 - 36 Avenue","","Edmonton","AB","T6K0C7","(780) 462-7121","(780) 462-7131","gmartin@epsb.ca","http://gmartin.epsb.ca","0","0","0","0","Public","53.4693328","-113.4569651","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-3","-13","-8","-10","4","13","15","0","0","0","0","0","0","-2","2012","2015","2017-03-20 20:24:33"
"7223","Malcolm Tweddle School","2340 Millbourne Road W.","","Edmonton","AB","T6K1Y9","(780) 462-3270","(780) 462-4033","mtweddle@epsb.ca","http://malcolmtweddle.epsb.ca","0","0","0","0","Public","53.477316029662","-113.45769588651","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","5","1","18","4","19","1","11","0","0","0","0","0","0","59","2012","2015","2017-03-20 20:24:33"
"7224","Lee Ridge School","440 Millbourne Road E.","","Edmonton","AB","T6K1Y8","(780) 462-3230","(780) 461-1074","leeridge@epsb.ca","http://leeridge.epsb.ca","0","0","0","0","Public","53.471143","-113.4450009","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-6","-14","-2","13","13","5","-7","0","0","0","0","0","0","2","2012","2015","2017-03-20 20:24:33"
"7225","Caernarvon School","14820 - 118 Street","","Edmonton","AB","T5X1T4","(780) 456-7020","(780) 478-3443","caernarvon@epsb.ca","http://caernarvon.epsb.ca","0","0","0","0","Public","53.610367565701","-113.52690571164","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","28","9","22","14","9","10","18","0","0","0","0","0","0","110","2012","2015","2017-03-20 20:24:33"
"7226","Brander Gardens School","14865 - 56 Avenue","","Edmonton","AB","T6H5G2","(780) 436-6740","(780) 448-0359","brander@epsb.ca","http://brandergardens.epsb.ca","0","0","0","0","Public","53.493484","-113.577079","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","5","18","10","39","11","21","9","0","0","0","0","0","0","113","2012","2015","2017-03-20 20:24:33"
"7228","Belmont School","3310 - 132A Avenue","","Edmonton","AB","T5A3T1","(780) 476-9590","(780) 448-0371","belmont@epsb.ca","http://belmont.epsb.ca","0","0","0","0","Public","53.593495965378","-113.39283957197","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-1","-7","3","-9","-2","5","5","0","0","0","0","0","0","-6","2012","2015","2017-03-20 20:24:33"
"7229","Overlanders School","1150 Hermitage Road","","Edmonton","AB","T5A4L4","(780) 476-3361","(780) 475-0414","overlanders@epsb.ca","http://overlanders.epsb.ca","0","0","0","0","Public","53.581442176791","-113.3889876799","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","-3","-1","-7","12","17","11","0","0","0","0","0","0","29","2012","2015","2017-03-20 20:24:33"
"7232","Rideau Park School","10605 - 42 Avenue","","Edmonton","AB","T6J3Z9","(780) 437-0010","(780) 430-9898","rideaupark@epsb.ca","http://rideaupark.epsb.ca","0","0","0","0","Public","53.478475508944","-113.50526771654","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","17","15","8","7","1","6","-11","0","0","0","0","0","0","43","2012","2015","2017-03-20 20:24:33"
"7233","Ekota School","1395 Knottwood Road E.","","Edmonton","AB","T6K2P5","(780) 462-5112","(780) 462-5016","ekota@epsb.ca","http://ekota.epsb.ca","0","0","0","0","Public","53.449224094015","-113.44090508784","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","37","4","-5","-2","4","9","6","0","0","0","0","0","0","53","2012","2015","2017-03-20 20:24:33"
"7234","Aldergrove School","8525 - 182 Street","","Edmonton","AB","T5T1X1","(780) 487-5182","(780) 481-2166","aldergrove@epsb.ca","","0","0","0","0","Public","53.518394918298","-113.63610579895","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","2","3","20","12","-4","-7","4","0","0","0","0","0","0","30","2012","2015","2017-03-20 20:24:33"
"7235","Satoo School","8515 - 17 Avenue","","Edmonton","AB","T6K2C7","(780) 462-5125","(780) 462-2274","satoo@epsb.ca","http://satoo.epsb.ca","0","0","0","0","Public","53.446786322908","-113.46037771562","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","4","17","7","-12","-12","2","4","0","0","0","0","0","0","10","2012","2015","2017-03-20 20:24:33"
"7236","Belmead School","9011 - 182 Street","","Edmonton","AB","T5T2Y9","(780) 481-3314","(780) 487-8189","belmead@epsb.ca","http://belmead.epsb.ca","0","0","0","0","Public","53.525735","-113.6384614","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-4","20","6","7","7","1","-2","0","0","0","0","0","0","35","2012","2015","2017-03-20 20:24:33"
"7237","Callingwood Elementary School","17335 - 76 Avenue","","Edmonton","AB","T5T2B1","(780) 487-0727","(780) 481-4917","","http://callingwood.epsb.ca","0","0","0","0","Public","53.5088666","-113.622877","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-1","-1","2","9","15","4","-6","0","0","0","0","0","0","22","2012","2015","2017-03-20 20:24:33"
"7238","Sifton School","4305 - 134 Avenue","","Edmonton","AB","T5A3R5","(780) 476-7953","(780) 478-4790","sifton@epsb.ca","http://sifton.epsb.ca","0","0","0","0","Public","53.594321","-113.408132","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-4","-4","7","23","1","5","-1","0","0","0","0","0","0","27","2012","2015","2017-03-20 20:24:33"
"7239","Kameyosek School","250 Lakewood Road E.","","Edmonton","AB","T6K3L4","(780) 462-8724","(780) 462-8755","kameyosek@epsb.ca","http://kameyosek.epsb.ca","0","0","0","0","Public","53.460752064582","-113.44155955107","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-11","6","24","25","-7","2","-2","0","0","0","0","0","0","37","2012","2015","2017-03-20 20:24:33"
"7240","Homesteader School","4455 - 128 Avenue","","Edmonton","AB","T5A3M9","(780) 478-1139","(780) 457-6945","homesteader@epsb.ca","http://homesteader.epsb.ca","0","0","0","0","Public","53.587579","-113.411279","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","6","-8","0","18","4","1","-10","0","0","0","0","0","0","11","2012","2015","2017-03-20 20:24:33"
"7241","Steinhauer School","10717 - 32A Avenue","","Edmonton","AB","T6J4A6","(780) 437-1080","(780) 438-5413","steinhauer@epsb.ca","http://steinhauer.epsb.ca","0","0","0","0","Public","53.464534710036","-113.50620349074","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","34","30","20","13","9","11","-16","0","0","0","0","0","0","101","2012","2015","2017-03-20 20:24:33"
"7242","Lorelei School","16230 - 103 Street","","Edmonton","AB","T5X3A9","(780) 456-4488","(780) 456-9594","lorelei@epsb.ca","http://lorelei.epsb.ca","0","0","0","0","Public","53.6239077","-113.5015672","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","11","3","22","12","4","-2","20","0","0","0","0","0","0","70","2012","2015","2017-03-20 20:24:33"
"7243","Sweet Grass School","11351 - 31 Avenue","","Edmonton","AB","T6J4T6","(780) 437-0366","(780) 437-7221","sweetgrass@epsb.ca","http://sweetgrass.epsb.ca","0","0","0","0","Public","53.463373308609","-113.52790908731","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","5","28","12","6","4","20","31","0","0","0","0","0","0","106","2012","2015","2017-03-20 20:24:33"
"7246","Dunluce School","11735 - 162 Avenue","","Edmonton","AB","T5X4M6","(780) 456-9080","(780) 456-6667","dunluce@epsb.ca","http://dunluce.epsb.ca","0","0","0","0","Public","53.622347612927","-113.52737098546","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","14","12","21","14","5","9","3","0","0","0","0","0","0","78","2012","2015","2017-03-20 20:24:33"
"7247","Baturyn School","10603 - 172 Avenue","","Edmonton","AB","T5X4X4","(780) 456-6727","(780) 457-4337","baturyn@epsb.ca","http://baturyn.epsb.ca","0","0","0","0","Public","53.6329904","-113.5060523","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-10","20","21","35","0","3","13","0","0","0","0","0","0","82","2012","2015","2017-03-20 20:24:33"
